,pokedex_number,name,type1,type2,generation,hp,attack,defense,sp_attack,sp_defense,speed,base_egg_steps,base_happiness,capture_rate,classification,experience_growth,height_m,percentage_male,weight_kg,is_legendary,percentage_female,ability_0,ability_1,ability_2,ability_3,ability_4,ability_5
624,625,Bisharp,dark,steel,5,65,125,100,60,70,70,5120,35,45,Sword Blade Pokémon,1000000,1.6,50.0,70.0,0,50.0,Defiant,Inner Focus,Pressure,,,
625,626,Bouffalant,normal,none,5,95,110,95,40,95,55,5120,70,45,Bash Buffalo Pokémon,1000000,1.6,50.0,94.6,0,50.0,Reckless,Sap Sipper,Soundproof,,,
626,627,Rufflet,normal,flying,5,70,83,50,37,50,60,5120,70,190,Eaglet Pokémon,1250000,0.5,100.0,10.5,0,0.0,Keen Eye,Sheer Force,Hustle,,,
627,628,Braviary,normal,flying,5,100,123,75,57,75,80,5120,70,60,Valiant Pokémon,1250000,1.5,100.0,41.0,0,0.0,Keen Eye,Sheer Force,Defiant,,,
628,629,Vullaby,dark,flying,5,70,55,75,45,65,60,5120,35,190,Diapered Pokémon,1250000,0.5,0.0,9.0,0,100.0,Big Pecks,Overcoat,Weak Armor,,,
629,630,Mandibuzz,dark,flying,5,110,65,105,55,95,80,5120,35,60,Bone Vulture Pokémon,1250000,1.2,0.0,39.5,0,100.0,Big Pecks,Overcoat,Weak Armor,,,
630,631,Heatmor,fire,none,5,85,97,66,105,66,65,5120,70,90,Anteater Pokémon,1000000,1.4,50.0,58.0,0,50.0,Gluttony,Flash Fire,White Smoke,,,
631,632,Durant,bug,steel,5,58,109,112,48,48,109,5120,70,90,Iron Ant Pokémon,1000000,0.3,50.0,33.0,0,50.0,Swarm,Hustle,Truant,,,
632,633,Deino,dark,dragon,5,52,65,50,45,50,38,10240,35,45,Irate Pokémon,1250000,0.8,50.0,17.3,0,50.0,Hustle,,,,,
633,634,Zweilous,dark,dragon,5,72,85,70,65,70,58,10240,35,45,Hostile Pokémon,1250000,1.4,50.0,50.0,0,50.0,Hustle,,,,,
634,635,Hydreigon,dark,dragon,5,92,105,90,125,90,98,10240,35,45,Brutal Pokémon,1250000,1.8,50.0,160.0,0,50.0,Levitate,,,,,
635,636,Larvesta,bug,fire,5,55,85,55,50,55,60,10240,70,45,Torch Pokémon,1250000,1.1,50.0,28.8,0,50.0,Flame Body,Swarm,,,,
636,637,Volcarona,bug,fire,5,85,60,65,135,105,100,10240,70,15,Sun Pokémon,1250000,1.6,50.0,46.0,0,50.0,Flame Body,Swarm,,,,
637,638,Cobalion,steel,fighting,5,91,90,129,90,72,108,20480,35,3,Iron Will Pokémon,1250000,2.1,0.0,250.0,1,0.0,Justified,,,,,
638,639,Terrakion,rock,fighting,5,91,129,90,72,90,108,20480,35,3,Cavern Pokémon,1250000,1.9,0.0,260.0,1,0.0,Justified,,,,,
639,640,Virizion,grass,fighting,5,91,90,72,90,129,108,20480,35,3,Grassland Pokémon,1250000,2.0,0.0,200.0,1,0.0,Justified,,,,,
640,641,Tornadus,flying,none,5,79,100,80,110,90,121,30720,90,3,Cyclone Pokémon,1250000,1.5,100.0,63.0,1,0.0,Prankster,Defiant,Regenerator,,,
641,642,Thundurus,electric,flying,5,79,105,70,145,80,101,30720,90,3,Bolt Strike Pokémon,1250000,1.5,100.0,61.0,1,0.0,Prankster,Defiant,Volt Absorb,,,
642,643,Reshiram,dragon,fire,5,100,120,100,150,120,90,30720,0,3,Vast White Pokémon,1250000,3.2,0.0,330.0,1,0.0,Turboblaze,,,,,
643,644,Zekrom,dragon,electric,5,100,150,120,120,100,90,30720,0,3,Deep Black Pokémon,1250000,2.9,0.0,345.0,1,0.0,Teravolt,,,,,
644,645,Landorus,ground,flying,5,89,145,90,105,80,91,30720,90,3,Abundance Pokémon,1250000,1.5,100.0,68.0,1,0.0,Sand Force,Sheer Force,Intimidate,,,
645,646,Kyurem,dragon,ice,5,125,120,90,170,100,95,30720,0,3,Boundary Pokémon,1250000,3.0,0.0,325.0,1,0.0,Pressure,Teravolt,Turboblaze,,,
646,647,Keldeo,water,fighting,5,91,72,90,129,90,108,20480,35,3,Colt Pokémon,1250000,1.4,0.0,48.5,1,0.0,Justified,,,,,
647,648,Meloetta,normal,psychic,5,100,128,90,77,77,128,30720,100,3,Melody Pokémon,1250000,0.6,0.0,6.5,1,0.0,Serene Grace,,,,,
648,649,Genesect,bug,steel,5,71,120,95,120,95,99,30720,0,3,Paleozoic Pokémon,1250000,1.5,0.0,82.5,1,0.0,Download,,,,,
649,650,Chespin,grass,none,6,56,61,65,48,45,38,5120,70,45,Spiky Nut Pokémon,1059860,0.4,88.1,9.0,0,11.900000000000006,Overgrow,Bulletproof,,,,
650,651,Quilladin,grass,none,6,61,78,95,56,58,57,5120,70,45,Spiny Armor Pokémon,1059860,0.7,88.1,29.0,0,11.900000000000006,Overgrow,Bulletproof,,,,
651,652,Chesnaught,grass,fighting,6,88,107,122,74,75,64,5120,70,45,Spiny Armor Pokémon,1059860,1.6,88.1,90.0,0,11.900000000000006,Overgrow,Bulletproof,,,,
652,653,Fennekin,fire,none,6,40,45,40,62,60,60,5120,70,45,Fox Pokémon,1059860,0.4,88.1,9.4,0,11.900000000000006,Blaze,Magician,,,,
653,654,Braixen,fire,none,6,59,59,58,90,70,73,5120,70,45,Fox Pokémon,1059860,1.0,88.1,14.5,0,11.900000000000006,Blaze,Magician,,,,
654,655,Delphox,fire,psychic,6,75,69,72,114,100,104,5120,70,45,Fox Pokémon,1059860,1.5,88.1,39.0,0,11.900000000000006,Blaze,Magician,,,,
655,656,Froakie,water,none,6,41,56,40,62,44,71,5120,70,45,Bubble Frog Pokémon,1059860,0.3,88.1,7.0,0,11.900000000000006,Torrent,Protean,,,,
656,657,Frogadier,water,none,6,54,63,52,83,56,97,5120,70,45,Bubble Frog Pokémon,1059860,0.6,88.1,10.9,0,11.900000000000006,Torrent,Protean,,,,
657,658,Greninja,water,dark,6,72,145,67,153,71,132,5120,70,45,Ninja Pokémon,1059860,1.5,88.1,40.0,0,11.900000000000006,Torrent,Protean,Battle Bond,,,
658,659,Bunnelby,normal,none,6,38,36,38,32,36,57,3840,70,255,Digging Pokémon,1000000,0.4,50.0,5.0,0,50.0,Pickup,Cheek Pouch,Huge Power,,,
659,660,Diggersby,normal,ground,6,85,56,77,50,77,78,3840,70,127,Digging Pokémon,1000000,1.0,50.0,42.4,0,50.0,Pickup,Cheek Pouch,Huge Power,,,
660,661,Fletchling,normal,flying,6,45,50,43,40,38,62,3840,70,255,Tiny Robin Pokémon,1059860,0.3,50.0,1.7,0,50.0,Big Pecks,Gale Wings,,,,
661,662,Fletchinder,fire,flying,6,62,73,55,56,52,84,3840,70,120,Ember Pokémon,1059860,0.7,50.0,16.0,0,50.0,Flame Body,Gale Wings,,,,
662,663,Talonflame,fire,flying,6,78,81,71,74,69,126,3840,70,45,Scorching Pokémon,1059860,1.2,50.0,24.5,0,50.0,Flame Body,Gale Wings,,,,
663,664,Scatterbug,bug,none,6,38,35,40,27,25,35,3840,70,255,Scatterdust Pokémon,1000000,0.3,50.0,2.5,0,50.0,Shield Dust,Compoundeyes,Friend Guard,,,
664,665,Spewpa,bug,none,6,45,22,60,27,30,29,3840,70,120,Scatterdust Pokémon,1000000,0.3,50.0,8.4,0,50.0,Shed Skin,Friend Guard,,,,
665,666,Vivillon,bug,flying,6,80,52,50,90,50,89,3840,70,45,Scale Pokémon,1000000,1.2,50.0,17.0,0,50.0,Shield Dust,Compoundeyes,Friend Guard,,,
666,667,Litleo,fire,normal,6,62,50,58,73,54,72,5120,70,220,Lion Cub Pokémon,1059860,0.6,11.2,13.5,0,88.8,Rivalry,Unnerve,Moxie,,,
667,668,Pyroar,fire,normal,6,86,68,72,109,66,106,5120,70,65,Royal Pokémon,1059860,1.5,11.2,81.5,0,88.8,Rivalry,Unnerve,Moxie,,,
668,669,Flabébé,fairy,none,6,44,38,39,61,79,42,5120,70,225,Single Bloom Pokémon,1000000,0.1,0.0,0.1,0,100.0,Flower Veil,Symbiosis,,,,
669,670,Floette,fairy,none,6,74,65,67,125,128,92,5120,70,120,Fairy Pokémon,1000000,0.2,0.0,0.9,0,100.0,Flower Veil,Symbiosis,,,,
670,671,Florges,fairy,none,6,78,65,68,112,154,75,5120,70,45,Garden Pokémon,1000000,1.1,0.0,10.0,0,100.0,Flower Veil,Symbiosis,,,,
671,672,Skiddo,grass,none,6,66,65,48,62,57,52,5120,70,200,Mount Pokémon,1000000,0.9,50.0,31.0,0,50.0,Sap Sipper,Grass Pelt,,,,
672,673,Gogoat,grass,none,6,123,100,62,97,81,68,5120,70,45,Mount Pokémon,1000000,1.7,50.0,91.0,0,50.0,Sap Sipper,Grass Pelt,,,,
673,674,Pancham,fighting,none,6,67,82,62,46,48,43,6400,70,220,Playful Pokémon,1000000,0.6,50.0,8.0,0,50.0,Iron Fist,Mold Breaker,Scrappy,,,
674,675,Pangoro,fighting,dark,6,95,124,78,69,71,58,6400,70,65,Daunting Pokémon,1000000,2.1,50.0,136.0,0,50.0,Iron Fist,Mold Breaker,Scrappy,,,
675,676,Furfrou,normal,none,6,75,80,60,65,90,102,5120,70,160,Poodle Pokémon,1000000,1.2,50.0,28.0,0,50.0,Fur Coat,,,,,
676,677,Espurr,psychic,none,6,62,48,54,63,60,68,5120,70,190,Restraint Pokémon,1000000,0.3,50.0,3.5,0,50.0,Keen Eye,Infiltrator,Own Tempo,,,
677,678,Meowstic,psychic,none,6,74,48,76,83,81,104,5120,70,75,Constraint Pokémon,1000000,0.6,50.0,8.5,0,50.0,Keen Eye,Infiltrator,Prankster,Competitive,,
678,679,Honedge,steel,ghost,6,45,80,100,35,37,28,5120,70,180,Sword Pokémon,1000000,0.8,50.0,2.0,0,50.0,No Guard,,,,,
679,680,Doublade,steel,ghost,6,59,110,150,45,49,35,5120,70,90,Sword Pokémon,1000000,0.8,50.0,4.5,0,50.0,No Guard,,,,,
680,681,Aegislash,steel,ghost,6,60,150,50,150,50,60,5120,70,45,Royal Sword Pokémon,1000000,1.7,50.0,53.0,0,50.0,Stance Change,,,,,
681,682,Spritzee,fairy,none,6,78,52,60,63,65,23,5120,70,200,Perfume Pokémon,1000000,0.2,50.0,0.5,0,50.0,Healer,Aroma Veil,,,,
682,683,Aromatisse,fairy,none,6,101,72,72,99,89,29,5120,70,140,Fragrance Pokémon,1000000,0.8,50.0,15.5,0,50.0,Healer,Aroma Veil,,,,
683,684,Swirlix,fairy,none,6,62,48,66,59,57,49,5120,70,200,Cotton Candy Pokémon,1000000,0.4,50.0,3.5,0,50.0,Sweet Veil,Unburden,,,,
684,685,Slurpuff,fairy,none,6,82,80,86,85,75,72,5120,70,140,Meringue Pokémon,1000000,0.8,50.0,5.0,0,50.0,Sweet Veil,Unburden,,,,
685,686,Inkay,dark,psychic,6,53,54,53,37,46,45,5120,70,190,Revolving Pokémon,1000000,0.4,50.0,3.5,0,50.0,Contrary,Suction Cups,Infiltrator,,,
686,687,Malamar,dark,psychic,6,86,92,88,68,75,73,5120,70,80,Overturning Pokémon,1000000,1.5,50.0,47.0,0,50.0,Contrary,Suction Cups,Infiltrator,,,
687,688,Binacle,rock,water,6,42,52,67,39,56,50,5120,70,120,Two-Handed Pokémon,1000000,0.5,50.0,31.0,0,50.0,Tough Claws,Sniper,Pickpocket,,,
688,689,Barbaracle,rock,water,6,72,105,115,54,86,68,5120,70,45,Collective Pokémon,1000000,1.3,50.0,96.0,0,50.0,Tough Claws,Sniper,Pickpocket,,,
689,690,Skrelp,poison,water,6,50,60,60,60,60,30,5120,70,225,Mock Kelp Pokémon,1000000,0.5,50.0,7.3,0,50.0,Poison Point,Poison Touch,Adaptability,,,
690,691,Dragalge,poison,dragon,6,65,75,90,97,123,44,5120,70,55,Mock Kelp Pokémon,1000000,1.8,50.0,81.5,0,50.0,Poison Point,Poison Touch,Adaptability,,,
691,692,Clauncher,water,none,6,50,53,62,58,63,44,3840,70,225,Water Gun Pokémon,1250000,0.5,50.0,8.3,0,50.0,Mega Launcher,,,,,
692,693,Clawitzer,water,none,6,71,73,88,120,89,59,3840,70,55,Howitzer Pokémon,1250000,1.3,50.0,35.3,0,50.0,Mega Launcher,,,,,
693,694,Helioptile,electric,normal,6,44,38,33,61,43,70,5120,70,190,Generator Pokémon,1000000,0.5,50.0,6.0,0,50.0,Dry Skin,Sand Veil,Solar Power,,,
694,695,Heliolisk,electric,normal,6,62,55,52,109,94,109,5120,70,75,Generator Pokémon,1000000,1.0,50.0,21.0,0,50.0,Dry Skin,Sand Veil,Solar Power,,,
695,696,Tyrunt,rock,dragon,6,58,89,77,45,45,48,7680,70,45,Royal Heir Pokémon,1000000,0.8,88.1,26.0,0,11.900000000000006,Strong Jaw,Sturdy,,,,
696,697,Tyrantrum,rock,dragon,6,82,121,119,69,59,71,7680,70,45,Despot Pokémon,1000000,2.5,88.1,270.0,0,11.900000000000006,Strong Jaw,Rock Head,,,,
697,698,Amaura,rock,ice,6,77,59,50,67,63,46,7680,70,45,Tundra Pokémon,1000000,1.3,88.1,25.2,0,11.900000000000006,Refrigerate,Snow Warning,,,,
698,699,Aurorus,rock,ice,6,123,77,72,99,92,58,7680,70,45,Tundra Pokémon,1000000,2.7,88.1,225.0,0,11.900000000000006,Refrigerate,Snow Warning,,,,
699,700,Sylveon,fairy,none,6,95,65,65,110,130,60,8960,70,45,Intertwining Pokémon,1000000,1.0,88.1,23.5,0,11.900000000000006,Cute Charm,Pixilate,,,,
700,701,Hawlucha,fighting,flying,6,78,92,75,74,63,118,5120,70,100,Wrestling Pokémon,1000000,0.8,50.0,21.5,0,50.0,Limber,Unburden,Mold Breaker,,,
701,702,Dedenne,electric,fairy,6,67,58,57,81,67,101,5120,70,180,Antenna Pokémon,1000000,0.2,50.0,2.2,0,50.0,Cheek Pouch,Pickup,Plus,,,
702,703,Carbink,rock,fairy,6,50,50,150,50,150,50,6400,70,60,Jewel Pokémon,1250000,0.3,0.0,5.7,0,0.0,Clear Body,Sturdy,,,,
703,704,Goomy,dragon,none,6,45,50,35,55,75,40,10240,35,45,Soft Tissue Pokémon,1250000,0.3,50.0,2.8,0,50.0,Sap Sipper,Hydration,Gooey,,,
704,705,Sliggoo,dragon,none,6,68,75,53,83,113,60,10240,35,45,Soft Tissue Pokémon,1250000,0.8,50.0,17.5,0,50.0,Sap Sipper,Hydration,Gooey,,,
705,706,Goodra,dragon,none,6,90,100,70,110,150,80,10240,35,45,Dragon Pokémon,1250000,2.0,50.0,150.5,0,50.0,Sap Sipper,Hydration,Gooey,,,
706,707,Klefki,steel,fairy,6,57,80,91,80,87,75,5120,70,75,Key Ring Pokémon,800000,0.2,50.0,3.0,0,50.0,Prankster,Magician,,,,
707,708,Phantump,ghost,grass,6,43,70,48,50,60,38,5120,70,120,Stump Pokémon,1000000,0.4,50.0,7.0,0,50.0,Natural Cure,Frisk,Harvest,,,
708,709,Trevenant,ghost,grass,6,85,110,76,65,82,56,5120,70,60,Elder Tree Pokémon,1000000,1.5,50.0,71.0,0,50.0,Natural Cure,Frisk,Harvest,,,
709,710,Pumpkaboo,ghost,grass,6,59,66,70,44,55,41,5120,70,120,Pumpkin Pokémon,1000000,0.8,50.0,15.0,0,50.0,Pickup,Frisk,Insomnia,,,
710,711,Gourgeist,ghost,grass,6,85,100,122,58,75,54,5120,70,60,Pumpkin Pokémon,1000000,1.7,50.0,39.0,0,50.0,Pickup,Frisk,Insomnia,,,
711,712,Bergmite,ice,none,6,55,69,85,32,35,28,5120,70,190,Ice Chunk Pokémon,1000000,1.0,50.0,99.5,0,50.0,Own Tempo,Ice Body,Sturdy,,,
712,713,Avalugg,ice,none,6,95,117,184,44,46,28,5120,70,55,Iceberg Pokémon,1000000,2.0,50.0,505.0,0,50.0,Own Tempo,Ice Body,Sturdy,,,
713,714,Noibat,flying,dragon,6,40,30,35,45,40,55,5120,70,190,Sound Wave Pokémon,1000000,0.5,50.0,8.0,0,50.0,Frisk,Infiltrator,Telepathy,,,
714,715,Noivern,flying,dragon,6,85,70,80,97,80,123,5120,70,45,Sound Wave Pokémon,1000000,1.5,50.0,85.0,0,50.0,Frisk,Infiltrator,Telepathy,,,
715,716,Xerneas,fairy,none,6,126,131,95,131,98,99,30720,0,45,Life Pokémon,1250000,3.0,0.0,215.0,1,0.0,Fairy Aura,,,,,
716,717,Yveltal,dark,flying,6,126,131,95,131,98,99,30720,0,45,Destruction Pokémon,1250000,5.8,0.0,203.0,1,0.0,Dark Aura,,,,,
717,718,Zygarde,dragon,ground,6,216,100,121,91,95,85,30720,0,3,Order Pokémon,1250000,5.0,0.0,284.6,1,0.0,Aura Break,Power Construct,,,,
718,719,Diancie,rock,fairy,6,50,160,110,160,110,110,6400,70,3,Jewel Pokémon,1250000,0.7,0.0,8.8,1,0.0,Clear Body,,,,,
719,720,Hoopa,psychic,ghost,6,80,160,60,170,130,80,30720,100,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),1250000,,0.0,,1,0.0,Magician,,,,,
720,721,Volcanion,fire,water,6,80,110,120,130,90,70,30720,100,3,Steam Pokémon,1250000,1.7,0.0,195.0,1,0.0,Water Absorb,,,,,
721,722,Rowlet,grass,flying,7,68,55,55,50,50,42,3840,70,45,Grass Quill Pokémon,1059860,0.3,88.1,1.5,0,11.900000000000006,Overgrow,Long Reach,,,,
722,723,Dartrix,grass,flying,7,78,75,75,70,70,52,3840,70,45,Blade Quill Pokémon,1059860,0.7,88.1,16.0,0,11.900000000000006,Overgrow,Long Reach,,,,
723,724,Decidueye,grass,ghost,7,78,107,75,100,100,70,3840,70,45,Arrow Quill Pokémon,1059860,1.6,88.1,36.6,0,11.900000000000006,Overgrow,Long Reach,,,,
724,725,Litten,fire,none,7,45,65,40,60,40,70,3840,70,45,Fire Cat Pokémon,1059860,0.4,88.1,4.3,0,11.900000000000006,Blaze,Intimidate,,,,
725,726,Torracat,fire,none,7,65,85,50,80,50,90,3840,70,45,Fire Cat Pokémon,1059860,0.7,88.1,25.0,0,11.900000000000006,Blaze,Intimidate,,,,
726,727,Incineroar,fire,dark,7,95,115,90,80,90,60,3840,70,45,Heel Pokémon,1059860,1.8,88.1,83.0,0,11.900000000000006,Blaze,Intimidate,,,,
727,728,Popplio,water,none,7,50,54,54,66,56,40,3840,70,45,Sea Lion Pokémon,1059860,0.4,88.1,7.5,0,11.900000000000006,Torrent,Liquid Voice,,,,
728,729,Brionne,water,none,7,60,69,69,91,81,50,3840,70,45,Pop Star Pokémon,1059860,0.6,88.1,17.5,0,11.900000000000006,Torrent,Liquid Voice,,,,
729,730,Primarina,water,fairy,7,80,74,74,126,116,60,3840,70,45,Soloist Pokémon,1059860,1.8,88.1,44.0,0,11.900000000000006,Torrent,Liquid Voice,,,,
730,731,Pikipek,normal,flying,7,35,75,30,30,30,65,3840,70,255,Woodpecker Pokémon,1000000,0.3,50.0,1.2,0,50.0,Keen Eye,Skill Link,Pickup,,,
731,732,Trumbeak,normal,flying,7,55,85,50,40,50,75,3840,70,120,Bugle Beak Pokémon,1000000,0.6,50.0,14.8,0,50.0,Keen Eye,Skill Link,Pickup,,,
732,733,Toucannon,normal,flying,7,80,120,75,75,75,60,3840,70,45,Cannon Pokémon,1000000,1.1,50.0,26.0,0,50.0,Keen Eye,Skill Link,Sheer Force,,,
733,734,Yungoos,normal,none,7,48,70,30,30,30,45,3840,70,255,Loitering Pokémon,1000000,0.4,50.0,6.0,0,50.0,Stakeout,Strong Jaw,Adaptability,,,
734,735,Gumshoos,normal,none,7,88,110,60,55,60,45,3840,70,127,Stakeout Pokémon,1000000,0.7,50.0,14.2,0,50.0,Stakeout,Strong Jaw,Adaptability,,,
735,736,Grubbin,bug,none,7,47,62,45,55,45,46,3840,70,255,Larva Pokémon,1000000,0.4,50.0,4.4,0,50.0,Swarm,,,,,
736,737,Charjabug,bug,electric,7,57,82,95,55,75,36,3840,70,120,Battery Pokémon,1000000,0.5,50.0,10.5,0,50.0,Battery,,,,,
737,738,Vikavolt,bug,electric,7,77,70,90,145,75,43,3840,70,45,Stag Beetle Pokémon,1000000,1.5,50.0,45.0,0,50.0,Levitate,,,,,
738,739,Crabrawler,fighting,none,7,47,82,57,42,47,63,5120,70,225,Boxing Pokémon,1000000,0.6,50.0,7.0,0,50.0,Hyper Cutter,Iron Fist,Anger Point,,,
739,740,Crabominable,fighting,ice,7,97,132,77,62,67,43,5120,70,60,Woolly Crab Pokémon,1000000,1.7,50.0,180.0,0,50.0,Hyper Cutter,Iron Fist,Anger Point,,,
740,741,Oricorio,fire,flying,7,75,70,70,98,70,93,5120,70,45,Dancing Pokémon,1000000,0.6,24.6,3.4,0,75.4,Dancer,,,,,
741,742,Cutiefly,bug,fairy,7,40,45,40,55,40,84,5120,70,190,Bee Fly Pokémon,1000000,0.1,50.0,0.2,0,50.0,Honey Gather,Shield Dust,Sweet Veil,,,
742,743,Ribombee,bug,fairy,7,60,55,60,95,70,124,5120,70,75,Bee Fly Pokémon,1000000,0.2,50.0,0.5,0,50.0,Honey Gather,Shield Dust,Sweet Veil,,,
743,744,Rockruff,rock,none,7,45,65,40,30,40,60,3840,70,190,Puppy Pokémon,1000000,0.5,50.0,9.2,0,50.0,Keen Eye,Vital Spirit,Steadfast,,,
744,745,Lycanroc,rock,none,7,85,115,75,55,75,82,3840,70,90,Wolf Pokémon,1000000,,50.0,,0,50.0,Keen Eye,Sand Rush,Steadfast,Keen Eye,Vital Spirit,No Guard
745,746,Wishiwashi,water,none,7,45,140,130,140,135,30,3840,70,60,Small Fry Pokémon,800000,0.2,50.0,0.3,0,50.0,Schooling,,,,,
746,747,Mareanie,poison,water,7,50,53,62,43,52,45,5120,70,190,Brutal Star Pokémon,1000000,0.4,50.0,8.0,0,50.0,Merciless,Limber,Regenerator,,,
747,748,Toxapex,poison,water,7,50,63,152,53,142,35,5120,70,75,Brutal Star Pokémon,1000000,0.7,50.0,14.5,0,50.0,Merciless,Limber,Regenerator,,,
748,749,Mudbray,ground,none,7,70,100,70,45,55,45,5120,70,190,Donkey Pokémon,1000000,1.0,50.0,110.0,0,50.0,Own Tempo,Stamina,Inner Focus,,,
749,750,Mudsdale,ground,none,7,100,125,100,55,85,35,5120,70,60,Draft Horse Pokémon,1000000,2.5,50.0,920.0,0,50.0,Own Tempo,Stamina,Inner Focus,,,
750,751,Dewpider,water,bug,7,38,40,52,40,72,27,3840,70,200,Water Bubble Pokémon,1000000,0.3,50.0,4.0,0,50.0,Water Bubble,Water Absorb,,,,
751,752,Araquanid,water,bug,7,68,70,92,50,132,42,3840,70,100,Water Bubble Pokémon,1000000,1.8,50.0,82.0,0,50.0,Water Bubble,Water Absorb,,,,
752,753,Fomantis,grass,none,7,40,55,35,50,35,35,5120,70,190,Sickle Grass Pokémon,1000000,0.3,50.0,1.5,0,50.0,Leaf Guard,Contrary,,,,
753,754,Lurantis,grass,none,7,70,105,90,80,90,45,5120,70,75,Bloom Sickle Pokémon,1000000,0.9,50.0,18.5,0,50.0,Leaf Guard,Contrary,,,,
754,755,Morelull,grass,fairy,7,40,35,55,65,75,15,5120,70,190,Illuminating Pokémon,1000000,0.2,50.0,1.5,0,50.0,Illuminate,Effect Spore,Rain Dish,,,
755,756,Shiinotic,grass,fairy,7,60,45,80,90,100,30,5120,70,75,Illuminating Pokémon,1000000,1.0,50.0,11.5,0,50.0,Illuminate,Effect Spore,Rain Dish,,,
756,757,Salandit,poison,fire,7,48,44,40,71,40,77,5120,70,120,Toxic Lizard Pokémon,1000000,0.6,88.1,4.8,0,11.900000000000006,Corrosion,Oblivious,,,,
757,758,Salazzle,poison,fire,7,68,64,60,111,60,117,5120,70,45,Toxic Lizard Pokémon,1000000,1.2,0.0,22.2,0,100.0,Corrosion,Oblivious,,,,
758,759,Stufful,normal,fighting,7,70,75,50,45,50,50,3840,70,140,Flailing Pokémon,1000000,0.5,50.0,6.8,0,50.0,Fluffy,Klutz,Cute Charm,,,
759,760,Bewear,normal,fighting,7,120,125,80,55,60,60,3840,70,70,Strong Arm Pokémon,1000000,2.1,50.0,135.0,0,50.0,Fluffy,Klutz,Unnerve,,,
760,761,Bounsweet,grass,none,7,42,30,38,30,38,32,5120,70,235,Fruit Pokémon,1059860,0.3,0.0,3.2,0,100.0,Leaf Guard,Oblivious,Sweet Veil,,,
761,762,Steenee,grass,none,7,52,40,48,40,48,62,5120,70,120,Fruit Pokémon,1059860,0.7,0.0,8.2,0,100.0,Leaf Guard,Oblivious,Sweet Veil,,,
762,763,Tsareena,grass,none,7,72,120,98,50,98,72,5120,70,45,Fruit Pokémon,1059860,1.2,0.0,21.4,0,100.0,Leaf Guard,Queenly Majesty,Sweet Veil,,,
763,764,Comfey,fairy,none,7,51,52,90,82,110,100,5120,70,60,Posy Picker Pokémon,800000,0.1,24.6,0.3,0,75.4,Flower Veil,Triage,Natural Cure,,,
764,765,Oranguru,normal,psychic,7,90,60,80,90,110,60,5120,70,45,Sage Pokémon,1250000,1.5,50.0,76.0,0,50.0,Inner Focus,Telepathy,Symbiosis,,,
765,766,Passimian,fighting,none,7,100,120,90,40,60,80,5120,70,45,Teamwork Pokémon,1250000,2.0,50.0,82.8,0,50.0,Receiver,Defiant,,,,
766,767,Wimpod,bug,water,7,25,35,40,20,30,80,5120,70,90,Turn Tail Pokémon,1000000,0.5,50.0,12.0,0,50.0,Wimp Out,,,,,
767,768,Golisopod,bug,water,7,75,125,140,60,90,40,5120,70,45,Hard Scale Pokémon,1000000,2.0,50.0,108.0,0,50.0,Emergency Exit,,,,,
768,769,Sandygast,ghost,ground,7,55,55,80,70,45,15,3840,70,140,Sand Heap Pokémon,1000000,0.5,50.0,70.0,0,50.0,Water Compaction,Sand Veil,,,,
769,770,Palossand,ghost,ground,7,85,75,110,100,75,35,3840,70,60,Sand Castle Pokémon,1000000,1.3,50.0,250.0,0,50.0,Water Compaction,Sand Veil,,,,
770,771,Pyukumuku,water,none,7,55,60,130,30,130,5,3840,70,60,Sea Cucumber Pokémon,800000,0.3,50.0,1.2,0,50.0,Innards Out,Unaware,,,,
771,772,Type: Null,normal,none,7,95,95,95,95,95,59,30720,0,3,Synthetic Pokémon,1250000,1.9,0.0,120.5,0,0.0,Battle Armor,,,,,
772,773,Silvally,normal,none,7,95,95,95,95,95,95,30720,0,3,Synthetic Pokémon,1250000,2.3,0.0,100.5,0,0.0,RKS System,,,,,
773,774,Minior,rock,flying,7,60,100,60,100,60,120,6400,70,255,Meteor Pokémon,1059860,0.3,0.0,40.0,0,0.0,Shields Down,,,,,
774,774,Minior-Meteorite,rock,flying,7,60,100,60,100,60,60,6400,70,30,Meteor Pokémon,1059860,0.3,0.0,40.0,0,0.0,Shields Down,,,,,
775,775,Komala,normal,none,7,65,115,65,75,95,65,5120,70,45,Drowsing Pokémon,1250000,0.4,50.0,19.9,0,50.0,Comatose,,,,,
776,776,Turtonator,fire,dragon,7,60,78,135,91,85,36,5120,70,70,Blast Turtle Pokémon,1000000,2.0,50.0,212.0,0,50.0,Shell Armor,,,,,
777,777,Togedemaru,electric,steel,7,65,98,63,40,73,96,2560,70,180,Roly-Poly Pokémon,1000000,0.3,50.0,3.3,0,50.0,Iron Barbs,Lightningrod,Sturdy,,,
778,778,Mimikyu,ghost,fairy,7,55,90,80,50,105,96,5120,70,45,Disguise Pokémon,1000000,0.2,50.0,0.7,0,50.0,Disguise,,,,,
779,779,Bruxish,water,psychic,7,68,105,70,70,70,92,3840,70,80,Gnash Teeth Pokémon,1000000,0.9,50.0,19.0,0,50.0,Dazzling,Strong Jaw,Wonder Skin ,,,
780,780,Drampa,normal,dragon,7,78,60,85,135,91,36,5120,70,70,Placid Pokémon,1000000,3.0,50.0,185.0,0,50.0,Berserk,Sap Sipper,Cloud Nine,,,
